http://purl.obolibrary.org/obo/FMA_46708,http://example.com/left,1
http://purl.obolibrary.org/obo/FMA_46707,http://example.com/right,1
http://purl.obolibrary.org/obo/CDT_0003346,http://purl.obolibrary.org/obo/CDT_1000029,1
http://purl.obolibrary.org/obo/FMA_318514,http://example.com/left,1
http://purl.obolibrary.org/obo/FMA_56028,N5c6b3e7258c74e66bfc0b1f97e128555,1
http://purl.obolibrary.org/obo/FMA_56024,http://example.com/left,1
http://purl.obolibrary.org/obo/FMA_56782,http://purl.obolibrary.org/obo/FMA_56771,1
http://purl.obolibrary.org/obo/FMA_55771,N034513b93b2a4af88ce537b5997dd112,1
http://purl.obolibrary.org/obo/FMA_232477,N5f288f6dbab74028b7a82864640cc0ce,1
http://purl.obolibrary.org/obo/FMA_46718,http://example.com/left,1
http://purl.obolibrary.org/obo/FMA_56016,http://purl.obolibrary.org/obo/FMA_55631,1
http://purl.obolibrary.org/obo/FMA_12779,http://purl.obolibrary.org/obo/FMA_61230,1
http://purl.obolibrary.org/obo/FMA_55819,http://example.com/left,1
http://purl.obolibrary.org/obo/FMA_56858,http://example.com/left,1
http://purl.obolibrary.org/obo/FMA_56189,N000e07099d2c4f0a9dc00db021977f3b,1
http://purl.obolibrary.org/obo/FMA_55693,N4358c3b7fe0e46fdb7c812d81bce15ad,1
http://purl.obolibrary.org/obo/FMA_56610,N31561634342d49478b7a9fce7d4dcc71,1
http://purl.obolibrary.org/obo/FMA_55768,http://purl.obolibrary.org/obo/FMA_55760,1
http://purl.obolibrary.org/obo/FMA_55922,http://purl.obolibrary.org/obo/FMA_55912,1
http://purl.obolibrary.org/obo/IAO_0000577,http://purl.obolibrary.org/obo/IAO_0000028,1
http://purl.obolibrary.org/obo/FMA_56562,http://example.com/right,1
http://purl.obolibrary.org/obo/OHD_0000351,http://purl.obolibrary.org/obo/OHD_0000300,1
http://purl.obolibrary.org/obo/FMA_56095,http://purl.obolibrary.org/obo/FMA_55660,1
http://purl.obolibrary.org/obo/FMA_75152,http://purl.obolibrary.org/obo/FMA_75150,1
http://purl.obolibrary.org/obo/FMA_56555,http://purl.obolibrary.org/obo/FMA_56550,1
http://purl.obolibrary.org/obo/OHD_0000369,http://purl.obolibrary.org/obo/FMA_75152,1
http://purl.obolibrary.org/obo/FMA_14462,http://purl.obolibrary.org/obo/FMA_64990,1
http://purl.obolibrary.org/obo/FMA_46716,N92d8ca932ffd4df49080a2668a7c7785,1
http://purl.obolibrary.org/obo/FMA_58044,http://purl.obolibrary.org/obo/FMA_58038,1
http://purl.obolibrary.org/obo/OHD_0000268,http://purl.obolibrary.org/obo/OHD_0000021,1
http://purl.obolibrary.org/obo/FMA_71724,http://purl.obolibrary.org/obo/FMA_78571,1
http://purl.obolibrary.org/obo/FMA_232236,http://purl.obolibrary.org/obo/FMA_78571,1
http://purl.obolibrary.org/obo/OHD_0000314,http://purl.obolibrary.org/obo/OBI_0000319,1
http://purl.obolibrary.org/obo/FMA_289362,Nc5da5668d0574f07a1db86c330a3b8f5,1
http://purl.obolibrary.org/obo/FMA_281460,N2e652963bf43495199cf6cc3da779e4a,1
http://purl.obolibrary.org/obo/FMA_55749,http://purl.obolibrary.org/obo/FMA_55735,1
http://purl.obolibrary.org/obo/FMA_55898,http://example.com/right,1
http://purl.obolibrary.org/obo/FMA_55665,http://purl.obolibrary.org/obo/FMA_55670,1
http://purl.obolibrary.org/obo/FMA_57028,Naa1ea28807044de98e34806bb99bfb11,1
http://purl.obolibrary.org/obo/FMA_60019,http://purl.obolibrary.org/obo/FMA_60015,1
http://purl.obolibrary.org/obo/FMA_55766,http://example.com/right,1
http://purl.obolibrary.org/obo/FMA_319985,http://purl.obolibrary.org/obo/FMA_319981,1
http://purl.obolibrary.org/obo/OHD_0000371,http://purl.obolibrary.org/obo/FMA_75152,1
http://purl.obolibrary.org/obo/FMA_84213,http://purl.obolibrary.org/obo/FMA_84206,1
http://purl.obolibrary.org/obo/FMA_56185,http://example.com/left,1
http://purl.obolibrary.org/obo/FMA_55864,Na382668080fa41cdb4d15191f0caa493,1
http://purl.obolibrary.org/obo/CDT_0002952,http://purl.obolibrary.org/obo/CDT_1000026,1
http://purl.obolibrary.org/obo/FMA_56929,http://purl.obolibrary.org/obo/FMA_56927,1
http://purl.obolibrary.org/obo/FMA_46705,N318d0f412da7487dbcc76cbeecc765db,1
http://purl.obolibrary.org/obo/OHD_0000197,Na10a8445be8a4a9a90e0c356b60dcc9a,1
http://purl.obolibrary.org/obo/FMA_234380,http://purl.obolibrary.org/obo/FMA_234376,1
http://purl.obolibrary.org/obo/CDT_0002721,N7f288a09d0fd4e969819ea85f5fae779,1
http://purl.obolibrary.org/obo/FMA_57685,N1f8eb014b87f404eb77a654f419fd775,1
http://purl.obolibrary.org/obo/FMA_232413,http://example.com/right,1
http://purl.obolibrary.org/obo/CDT_0006210,http://purl.obolibrary.org/obo/CDT_1000004,1
http://purl.obolibrary.org/obo/FMA_55819,http://purl.obolibrary.org/obo/FMA_55750,1
http://purl.obolibrary.org/obo/FMA_56968,http://purl.obolibrary.org/obo/FMA_56920,1
